Age,Gender,Occupation,Annual_Income,District,City,Pincode,Policy_Type,Premium_Amount,Coverage_Amount,Vehicle_Type,Vehicle_Brand,Vehicle_Model,Vehicle_Year,Vehicle_Value,Days_to_Report,Accident_Time,Road_Type,Weather,Police_Report,FIR_Number,Witness_Count,Hospital_Name,Garage_Name,Repair_Cost,Medical_Cost,Total_Claim_Amount,Previous_Claims,Previous_Fraud_History,Investigator_Assigned,Fraud_Label,Policy_Start_Year,Policy_Start_Month,Accident_Year,Accident_Month,Claim_Year,Claim_Month
32,0,6,897918,9,9,632001,0,33488,1516433,1,1,11,2018,540630,1,3,1,2,1,2901,2,3,0,36953,97683,134636,4,1,0,1,2025,3,2025,4,2025,4
36,0,0,625275,2,2,624001,0,33953,907253,1,0,12,2022,1640396,11,3,0,1,1,847,0,1,2,73118,8540,81658,1,0,0,1,2025,7,2026,6,2026,7
45,1,1,1675706,6,6,613001,2,39045,565032,0,4,4,2012,2178077,5,0,1,4,0,4079,1,1,1,108430,87868,196298,0,0,0,1,2025,9,2026,1,2026,2
39,1,4,1779490,1,1,641001,3,29743,1429649,0,4,6,2013,463468,10,1,1,1,1,559,3,3,0,182803,48068,230871,1,0,1,0,2025,10,2026,4,2026,4
74,1,4,1056464,5,5,636001,0,32131,800225,2,3,8,2025,540576,8,2,2,3,1,2857,0,2,2,76229,12373,88602,0,0,0,1,2025,4,2026,2,2026,2
69,0,0,1207691,4,4,625001,2,29013,1826058,0,2,1,2024,1632148,7,3,1,2,0,4079,1,3,2,234487,42077,276564,1,0,0,1,2025,1,2025,5,2025,5
51,0,6,737115,0,0,600001,3,38939,743979,0,4,6,2018,1562121,4,0,3,2,1,1246,3,2,4,25323,96590,121913,1,0,1,0,2025,2,2025,4,2025,4
50,1,6,664447,3,3,638001,3,32380,2082975,0,2,10,2021,1034946,2,3,1,0,1,1399,0,0,3,27688,69294,96982,1,0,1,1,2025,3,2025,7,2025,7
60,0,2,462961,9,9,632001,3,34934,2749291,0,1,13,2021,1323179,0,0,3,2,1,2797,0,2,0,153442,89902,243344,4,0,0,1,2025,10,2026,5,2026,5
34,0,7,1073672,5,5,636001,1,14344,2557109,2,2,1,2022,1732935,1,1,2,2,1,3787,0,2,3,235425,19709,255134,1,0,0,1,2025,8,2026,3,2026,3
56,0,0,500712,0,0,600001,1,20016,648289,2,4,5,2018,468944,2,1,2,1,1,708,2,0,0,243549,37320,280869,1,0,1,0,2025,4,2025,10,2025,10
45,0,2,334229,7,7,620001,3,21583,405377,2,3,8,2013,1507183,12,0,0,0,1,3459,1,0,2,30863,90486,121349,0,0,0,0,2025,3,2025,12,2025,12
75,0,0,320904,5,5,636001,0,4832,1979507,0,2,1,2012,2064958,0,3,2,1,0,4079,2,2,4,100874,29094,129968,4,0,1,0,2025,3,2025,5,2025,5
51,0,2,1809437,5,5,636001,2,23519,2353976,0,1,11,2012,1009237,4,3,3,3,1,2388,1,1,3,126612,49877,176489,1,0,0,0,2025,6,2025,7,2025,7
51,0,7,1736596,9,9,632001,1,20436,2046669,2,3,0,2018,357102,7,0,3,1,1,1380,3,3,3,135741,3578,139319,0,0,1,0,2025,5,2025,10,2025,11
56,1,0,2420087,8,8,641601,3,3184,1595120,0,4,6,2021,1973412,6,3,3,4,1,973,2,3,0,146384,28315,174699,5,0,0,0,2025,1,2025,9,2025,9
21,0,8,508217,2,2,624001,1,16271,1611256,2,4,4,2024,1248975,8,3,0,1,1,319,1,0,4,249390,67718,317108,5,0,1,0,2025,1,2025,10,2025,10
56,0,1,822326,6,6,613001,2,32523,1316281,0,0,3,2021,441534,10,0,0,3,1,3940,1,3,4,57759,38050,95809,5,0,0,0,2025,3,2026,1,2026,1
62,0,4,1826658,8,8,641601,3,20992,1574812,2,2,1,2023,1997524,8,2,2,2,1,3401,3,3,0,132979,76702,209681,3,0,1,0,2025,4,2025,8,2025,8
49,1,5,2297438,3,3,638001,1,34329,2718304,0,1,11,2020,2287634,1,3,2,3,1,3403,2,3,3,38012,45443,83455,3,0,0,0,2025,6,2025,10,2025,10
63,1,7,2133258,9,9,632001,2,4228,1957519,1,3,0,2012,1527740,6,1,3,3,1,3848,0,1,1,58863,20494,79357,0,0,1,1,2025,3,2026,2,2026,2
19,0,4,1648866,5,5,636001,3,35108,328354,0,4,4,2012,1667029,1,1,3,0,1,1209,2,2,4,28376,98392,126768,2,0,1,0,2025,12,2026,7,2026,7
65,0,5,390824,3,3,638001,1,27755,343657,1,1,9,2024,645666,11,2,0,2,1,3751,0,1,3,137275,16902,154177,4,0,0,1,2025,4,2025,11,2025,11
57,1,5,392311,5,5,636001,0,15780,1956764,1,4,4,2019,1237967,4,1,1,3,1,1169,0,2,1,67024,44163,111187,4,0,1,1,2025,4,2025,4,2025,5
42,1,0,1387472,0,0,600001,2,5111,1093176,2,1,13,2015,1445800,4,2,0,3,0,4079,2,2,3,42011,31208,73219,5,0,1,0,2025,7,2025,8,2025,8
70,0,7,205693,7,7,620001,0,36603,2056768,1,0,14,2020,1971812,1,2,0,2,1,3706,1,1,0,102719,379,103098,4,0,0,0,2025,1,2025,8,2025,8
23,1,7,1245097,6,6,613001,0,17863,573918,0,4,5,2025,1673000,7,2,1,2,1,996,3,3,2,81089,63345,144434,4,1,0,1,2025,8,2025,9,2025,9
20,0,7,1533149,9,9,632001,2,5142,2930616,2,0,3,2013,716511,10,3,2,1,1,655,0,1,4,245436,63504,308940,4,0,0,1,2025,2,2025,4,2025,5
31,1,5,2451965,6,6,613001,1,33834,2326074,1,1,13,2016,1607300,2,0,3,0,1,2198,2,0,4,92358,32448,124806,0,0,1,0,2025,7,2025,12,2025,12
40,0,1,2295613,0,0,600001,2,30561,2798671,2,1,11,2018,2363864,8,0,3,2,0,4079,0,1,1,125303,37025,162328,2,0,1,1,2025,4,2025,10,2025,10
70,1,5,2034629,8,8,641601,1,39062,980685,1,0,3,2024,303130,10,1,2,1,1,2785,2,3,1,234534,26161,260695,0,0,0,1,2025,3,2025,12,2025,12
19,1,8,344876,9,9,632001,1,25439,677476,1,2,2,2023,676298,11,0,1,3,1,747,1,0,3,145761,45631,191392,2,0,0,0,2025,7,2026,2,2026,3
32,0,7,1427443,7,7,620001,3,8586,2159000,0,0,12,2024,605472,8,1,2,2,1,4063,2,0,2,44224,75568,119792,0,0,0,0,2025,6,2026,2,2026,2
49,1,8,2047993,5,5,636001,1,38917,1008851,0,4,5,2013,1371691,0,2,1,2,1,3300,3,0,2,81164,46394,127558,1,0,1,0,2025,5,2025,6,2025,6
62,1,7,328103,0,0,600001,3,20093,2423601,2,4,5,2023,530110,8,3,3,0,1,962,2,1,1,64711,19554,84265,3,0,1,0,2025,7,2026,6,2026,6
66,1,0,1889058,4,4,625001,3,6002,1994815,2,0,12,2019,2015292,1,3,3,0,1,3182,2,1,2,118541,93712,212253,4,0,1,0,2025,5,2025,9,2025,9
75,1,1,2068667,0,0,600001,0,28879,2389787,0,3,0,2022,1772599,1,0,1,4,1,2453,1,1,4,83862,73139,157001,1,0,0,0,2025,8,2026,1,2026,1
19,0,7,1301164,1,1,641001,2,4296,1668411,0,0,14,2013,1074090,6,0,2,3,0,4079,1,1,0,211147,59029,270176,4,0,0,1,2025,2,2025,12,2025,12
25,0,2,492296,6,6,613001,1,3636,1998277,1,0,14,2014,1168447,11,0,2,3,1,879,2,2,1,137162,75483,212645,2,0,1,0,2025,10,2026,8,2026,8
35,0,1,1042556,4,4,625001,1,19402,2350262,1,1,11,2019,1735857,8,0,0,3,1,820,0,0,1,13998,539,14537,4,0,1,1,2025,4,2025,12,2025,12
24,0,0,2428076,0,0,600001,2,38203,2855964,0,1,9,2015,1431466,3,1,0,1,1,1346,1,0,1,134991,33493,168484,4,0,1,0,2025,11,2025,12,2026,1
46,0,1,649321,9,9,632001,3,25296,2112781,1,1,13,2013,662911,4,2,2,2,1,1156,2,1,1,17583,62892,80475,4,0,1,0,2025,9,2025,12,2025,12
43,1,8,2326146,3,3,638001,1,11712,2267994,0,2,10,2017,1981069,1,3,1,0,1,650,2,3,3,94843,33673,128516,1,0,1,0,2025,4,2025,9,2025,9
55,0,0,1657460,7,7,620001,3,38519,382966,0,4,4,2020,443454,4,0,1,4,1,2807,1,1,3,147989,53630,201619,3,0,0,0,2025,5,2025,5,2025,6
30,1,4,1239156,2,2,624001,2,19658,1840584,0,1,13,2014,871431,4,3,2,3,1,272,2,0,2,109592,54864,164456,2,0,0,0,2025,1,2025,3,2025,3
54,1,3,2429004,1,1,641001,0,36406,1809774,2,1,11,2023,724191,9,1,3,1,1,2878,0,1,4,36135,21906,58041,0,0,0,1,2025,7,2026,3,2026,4
68,1,4,1039426,5,5,636001,2,10814,2260480,0,3,0,2021,1848826,12,2,2,1,1,1454,2,3,3,99923,17422,117345,3,0,1,0,2025,8,2026,4,2026,4
18,0,2,1119207,5,5,636001,1,11031,2170992,2,3,0,2015,845051,11,2,2,1,1,615,0,0,2,244209,89382,333591,1,1,1,1,2025,8,2026,2,2026,3
37,1,7,2327253,9,9,632001,1,5388,2419077,1,2,2,2025,545495,3,1,3,0,1,3935,2,2,2,226916,84961,311877,3,0,0,0,2025,7,2026,3,2026,3
31,1,4,244907,0,0,600001,2,32107,462117,2,3,7,2016,1455161,0,1,3,4,1,2059,3,1,3,154606,97101,251707,3,0,1,0,2025,9,2026,8,2026,8
24,0,8,2101283,1,1,641001,1,3726,965509,1,2,1,2023,696725,8,0,0,4,1,3659,3,2,1,34400,55083,89483,0,0,0,0,2025,11,2026,9,2026,9
30,1,7,557807,6,6,613001,3,5621,2006922,1,2,2,2024,1967021,7,0,3,3,1,2418,3,0,3,188659,25653,214312,0,0,1,0,2025,5,2025,6,2025,6
18,0,2,1836725,5,5,636001,2,32007,2955673,1,3,8,2019,645911,12,1,1,2,1,256,2,1,0,194695,66318,261013,0,0,1,0,2025,1,2025,4,2025,4
21,1,8,2435591,9,9,632001,1,32125,1720842,2,1,11,2024,1658864,7,2,2,1,1,2697,2,3,4,199155,42838,241993,1,0,1,0,2025,2,2025,7,2025,7
48,1,4,676802,5,5,636001,3,20796,704114,2,1,11,2021,1530275,4,0,2,2,1,2040,2,2,4,106444,32981,139425,2,0,0,0,2025,8,2026,5,2026,5
58,0,2,2229808,9,9,632001,3,21944,1914490,2,4,4,2019,1261965,2,0,3,0,1,3924,2,2,0,109930,85867,195797,1,0,1,0,2025,6,2026,2,2026,2
58,1,1,1711692,2,2,624001,0,35933,1832425,0,0,14,2022,675586,3,2,2,4,1,2110,1,3,3,249337,31751,281088,4,0,1,0,2026,1,2026,11,2026,11
40,0,5,1545687,8,8,641601,2,22084,648776,0,4,4,2022,1316657,7,1,3,1,1,2456,1,3,4,182583,13090,195673,3,0,1,0,2025,3,2026,1,2026,1
73,0,4,2310354,1,1,641001,0,36478,1155871,2,3,0,2020,1645393,9,1,1,1,1,2159,0,2,0,188557,91873,280430,5,0,0,1,2025,8,2025,11,2025,11
58,0,1,1944011,3,3,638001,1,31593,1757191,1,1,9,2014,2350479,0,3,1,0,1,2054,2,2,3,216891,19757,236648,3,0,1,0,2025,3,2026,3,2026,3
39,1,7,2025392,1,1,641001,0,4849,1863013,0,1,11,2019,2410192,4,0,1,4,1,389,2,2,4,56214,78156,134370,3,1,0,0,2025,5,2025,9,2025,9
50,0,4,1996085,6,6,613001,3,38581,2951920,2,1,9,2019,386011,3,3,2,3,1,3398,3,0,0,156693,64211,220904,3,0,0,0,2025,7,2026,2,2026,2
54,0,4,1310035,4,4,625001,3,13697,1298678,1,3,7,2012,1197193,10,3,1,1,1,869,3,2,3,191449,33457,224906,0,0,0,0,2025,7,2026,2,2026,2
18,1,8,2232863,0,0,600001,0,9541,1982697,0,2,2,2014,1608731,0,0,0,4,1,3418,2,2,4,23856,60366,84222,5,0,0,0,2025,1,2025,11,2025,11
30,1,3,1564533,2,2,624001,0,5285,1407953,0,3,7,2020,885496,10,3,1,1,1,498,1,2,2,179279,53865,233144,2,0,0,0,2025,6,2026,1,2026,1
19,1,2,900349,4,4,625001,1,17089,1156037,2,2,10,2024,2384824,8,0,2,3,1,1404,1,1,4,210527,98324,308851,4,0,0,0,2025,6,2025,9,2025,9
28,0,7,774080,6,6,613001,3,32443,2801901,0,3,7,2019,816314,0,1,1,1,0,4079,3,3,0,234924,14624,249548,0,0,0,1,2025,4,2025,10,2025,10
19,0,3,2371435,8,8,641601,1,19989,546529,2,3,8,2014,1607963,8,3,3,4,1,1281,0,3,4,120748,900,121648,5,1,0,1,2025,2,2025,5,2025,6
32,1,1,1540689,1,1,641001,0,25822,2091566,1,1,9,2025,1607194,7,0,0,2,1,786,3,2,3,244476,94963,339439,1,0,1,0,2025,3,2026,1,2026,1
52,1,5,419568,0,0,600001,1,8583,589389,0,2,2,2020,1209294,3,2,3,1,1,1489,1,3,2,203256,44068,247324,0,0,1,0,2025,10,2025,10,2025,10
59,1,6,1845668,4,4,625001,2,39461,1964822,1,2,10,2022,363401,8,2,2,4,1,3360,3,1,1,133220,16918,150138,3,0,0,0,2025,12,2026,10,2026,10
75,0,5,1206746,1,1,641001,0,32808,1374990,2,3,0,2015,350977,1,0,2,3,1,885,1,2,4,59448,4117,63565,4,0,0,0,2025,12,2026,10,2026,10
52,1,8,1680394,8,8,641601,2,17539,1936768,0,1,9,2019,1254070,4,2,2,0,1,1605,2,3,3,40546,9819,50365,5,0,1,0,2025,4,2025,8,2025,9
50,1,8,189482,0,0,600001,1,9505,2106386,0,0,12,2013,1730219,7,3,0,4,1,2242,0,0,4,61346,94788,156134,5,0,0,1,2025,8,2026,6,2026,7
28,1,3,1236185,7,7,620001,2,9607,2783782,0,1,13,2021,1406687,8,2,2,3,1,1236,3,1,2,211416,57647,269063,3,0,0,0,2025,5,2025,7,2025,7
65,0,7,185991,0,0,600001,1,24600,2566836,0,2,2,2022,2107086,10,3,0,2,1,2440,3,2,4,104809,83399,188208,3,0,0,0,2025,7,2025,11,2025,11
20,0,8,1164254,6,6,613001,0,8313,968104,2,2,10,2023,2160378,7,1,1,0,0,4079,3,1,1,178581,27397,205978,1,0,0,1,2025,1,2025,11,2025,11
55,1,6,1995536,9,9,632001,3,11693,333802,2,3,0,2013,2212981,7,3,3,2,1,3615,1,2,1,194141,28060,222201,0,0,1,0,2025,7,2025,12,2025,12
37,1,2,1577666,2,2,624001,1,20570,2367873,0,4,4,2018,467009,7,0,2,1,1,3946,0,0,1,17180,92279,109459,1,0,1,1,2025,1,2025,6,2025,6
27,0,6,857114,3,3,638001,0,10616,622633,2,1,13,2014,2064738,2,1,0,1,1,3747,2,1,3,65997,31629,97626,4,0,1,0,2025,8,2026,6,2026,6
63,1,0,349383,8,8,641601,3,23550,1269862,1,1,11,2017,1404018,10,3,0,2,0,4079,0,3,2,178556,66442,244998,2,0,1,1,2025,1,2025,5,2025,5
37,0,7,1261816,5,5,636001,3,10909,676593,2,2,10,2012,1876142,10,1,3,4,1,1425,1,2,4,147479,20300,167779,0,0,0,0,2025,2,2025,5,2025,5
29,0,1,1297761,7,7,620001,1,15720,1900962,1,0,12,2024,790402,4,0,2,2,1,3693,3,3,3,170482,19945,190427,4,0,0,0,2025,4,2025,5,2025,6
51,1,0,1927657,7,7,620001,0,27666,542962,2,2,1,2017,809320,11,2,0,4,1,1377,2,3,4,192518,95411,287929,1,0,0,0,2025,10,2025,10,2025,11
74,1,8,386589,1,1,641001,3,16312,329368,1,2,1,2024,1536836,10,3,0,0,1,3732,0,0,0,155642,30626,186268,5,0,1,1,2025,12,2026,7,2026,7
55,0,4,649450,2,2,624001,2,33903,2266121,2,2,1,2021,2332692,9,0,1,1,1,540,3,0,4,139179,73537,212716,2,0,0,0,2025,8,2025,9,2025,10
45,1,6,559182,8,8,641601,1,29446,593991,0,3,8,2012,2246996,8,3,1,4,1,24,1,2,4,210140,51858,261998,5,0,1,0,2025,6,2026,3,2026,3
50,0,6,2132980,6,6,613001,2,29293,1507988,0,1,11,2012,1727835,9,2,3,4,1,3211,2,3,4,179286,85486,264772,2,0,1,0,2025,8,2026,1,2026,1
31,1,5,660233,3,3,638001,0,34968,2234704,1,2,2,2019,447735,2,2,3,2,1,161,2,2,1,24839,40879,65718,1,0,0,0,2025,11,2025,11,2025,11
55,0,3,1259301,2,2,624001,3,21738,1117516,0,0,3,2015,2045989,5,3,1,1,0,4079,1,2,4,249580,72016,321596,2,0,0,1,2025,9,2025,10,2025,10
53,0,7,1737963,1,1,641001,3,16044,1784748,2,3,8,2016,610912,5,0,0,1,1,3609,0,1,3,160931,51375,212306,4,0,0,1,2025,12,2026,5,2026,5
55,0,3,2488482,2,2,624001,0,36015,1221593,1,0,3,2023,2336755,10,2,0,3,0,4079,3,3,4,185606,19752,205358,0,0,1,1,2025,2,2025,11,2025,11
34,0,6,1500297,2,2,624001,0,34145,683403,0,4,5,2017,1262259,0,1,0,2,1,1095,2,0,0,197312,14199,211511,0,0,1,0,2025,7,2025,12,2025,12
38,1,7,1345819,8,8,641601,2,3841,929423,1,1,11,2021,1962566,6,3,3,2,1,2331,1,2,1,147525,38816,186341,1,0,1,0,2025,7,2025,9,2025,10
38,0,7,1584675,4,4,625001,0,28008,1112552,2,2,2,2025,1323973,3,3,3,3,0,4079,3,2,0,236518,24464,260982,4,0,1,1,2025,12,2026,9,2026,9
56,0,8,579562,2,2,624001,1,20661,2450416,1,1,9,2021,1479603,4,0,2,2,1,269,0,2,2,208755,10866,219621,2,0,1,1,2025,3,2025,6,2025,6
59,1,3,1534749,7,7,620001,0,12445,2954710,1,1,9,2025,2026395,5,1,0,1,1,2045,2,3,1,147996,94761,242757,1,0,0,0,2025,1,2025,1,2025,1
27,0,8,673076,2,2,624001,0,21106,2796723,1,1,13,2016,1499283,2,3,0,0,1,3529,3,3,3,148869,4358,153227,1,0,0,0,2025,4,2026,3,2026,3
61,0,6,2163063,6,6,613001,2,20834,865802,1,1,11,2021,2223523,9,1,0,2,1,1295,0,2,4,15835,54213,70048,3,0,0,1,2025,5,2025,12,2025,12
75,1,0,2423123,8,8,641601,3,8654,1246499,1,4,5,2023,1444444,4,1,3,3,1,2007,1,3,0,194697,34538,229235,5,0,0,0,2025,9,2026,4,2026,4
44,0,0,715160,8,8,641601,2,14365,1102418,2,1,11,2023,1912456,7,2,1,0,1,2067,0,1,1,52847,10171,63018,3,0,1,1,2025,8,2026,1,2026,1
71,1,7,1390605,1,1,641001,1,16629,580731,1,4,6,2014,1922708,4,2,1,2,1,2219,1,3,4,150633,97147,247780,1,0,0,0,2025,11,2025,12,2025,12
40,1,3,1216911,4,4,625001,1,16108,1443160,2,4,5,2023,1225660,6,2,2,1,1,4049,0,1,2,20469,90242,110711,2,0,1,1,2025,1,2025,1,2025,1
61,1,5,1697791,0,0,600001,3,37851,2366241,1,2,10,2020,552421,8,3,1,2,0,4079,3,2,4,195399,10928,206327,1,0,1,1,2025,5,2026,1,2026,1
63,1,5,1975836,0,0,600001,2,11714,2342763,1,2,10,2018,1300370,12,0,1,2,1,2933,3,0,1,219285,79602,298887,3,0,1,0,2025,5,2026,3,2026,4
59,1,0,461905,9,9,632001,3,3194,1308425,1,4,6,2012,1990394,3,1,1,1,1,624,1,0,1,155563,2049,157612,4,0,1,0,2025,9,2026,1,2026,1
63,1,2,771603,1,1,641001,1,39098,2215229,1,3,7,2019,1796158,0,2,1,0,1,3572,3,0,2,190966,52585,243551,3,0,0,0,2025,4,2025,12,2025,12
40,0,1,699683,4,4,625001,3,34879,1115463,1,1,13,2016,1873858,4,3,3,3,1,2142,1,3,1,85340,20838,106178,4,0,0,0,2025,4,2025,11,2025,11
61,0,2,876115,1,1,641001,0,37558,1128488,0,2,10,2021,2015010,11,3,1,0,0,4079,2,0,0,101640,34297,135937,4,0,1,0,2025,8,2026,4,2026,4
60,0,0,1612491,6,6,613001,0,5287,1349859,2,0,14,2017,711421,5,0,0,0,1,261,3,0,0,191472,61008,252480,3,0,1,0,2025,8,2026,1,2026,1
59,1,1,2438320,5,5,636001,2,8681,1491963,1,1,9,2015,2065309,2,1,2,0,1,2125,1,3,4,163023,18502,181525,2,1,0,0,2025,6,2025,9,2025,9
62,1,0,778043,5,5,636001,1,20572,2179794,1,3,0,2015,1852089,11,2,0,1,0,4079,0,1,2,240377,70826,311203,3,0,1,1,2025,3,2025,12,2025,12
43,1,3,2414402,9,9,632001,1,38707,2721478,0,2,10,2015,1811713,3,3,2,4,1,2206,2,1,2,64183,25603,89786,5,0,1,0,2025,6,2025,11,2025,11
42,0,2,1683808,1,1,641001,2,12643,2263984,2,0,12,2024,1768308,11,1,3,0,1,3688,3,0,4,208663,95610,304273,2,0,1,0,2025,12,2026,4,2026,5
60,0,2,1595356,3,3,638001,2,26004,435825,2,1,11,2020,1516897,3,2,3,4,1,1317,2,1,4,246926,1425,248351,1,0,1,0,2025,7,2026,5,2026,5
68,0,3,961378,4,4,625001,0,29797,1543293,1,1,13,2019,1173980,9,2,0,2,1,1804,2,2,3,118361,49874,168235,1,0,0,0,2025,3,2025,8,2025,8
64,1,8,2324181,6,6,613001,2,34252,1350675,0,3,7,2021,1050877,9,3,1,4,1,4016,2,0,0,158862,7593,166455,2,0,0,0,2025,8,2025,12,2025,12
43,0,7,2108998,2,2,624001,2,13957,1631500,0,1,13,2020,1191973,3,3,3,4,1,259,3,3,3,179429,80959,260388,5,0,0,0,2025,9,2026,1,2026,1
19,1,8,320246,5,5,636001,3,38190,2588464,2,3,8,2019,2436486,5,1,1,4,1,1738,1,3,2,49998,23040,73038,0,1,1,0,2025,8,2026,2,2026,2
47,0,3,376480,0,0,600001,0,39367,570160,1,3,7,2017,1843948,2,3,2,4,1,3348,3,2,2,35490,44382,79872,5,0,0,0,2025,10,2026,10,2026,10
71,0,1,1241261,6,6,613001,2,5830,2029991,2,4,6,2020,1510474,11,3,2,0,1,427,0,1,0,21241,37341,58582,5,0,0,1,2025,2,2025,10,2025,11
49,1,0,491772,7,7,620001,2,38575,1398315,1,2,1,2021,368356,2,2,2,4,1,2329,2,1,3,79687,50295,129982,5,0,0,0,2025,6,2025,11,2025,11
55,1,1,1746207,6,6,613001,0,16536,1970029,0,0,3,2025,1282309,3,1,0,2,1,2656,1,0,2,82291,45474,127765,1,0,0,0,2025,7,2025,11,2025,11
56,1,7,2424018,8,8,641601,1,27648,1509470,2,2,2,2024,1289011,4,3,3,3,1,1310,2,1,0,218348,14653,233001,0,0,1,0,2025,10,2026,4,2026,4
35,1,6,419694,6,6,613001,3,22452,1000524,0,4,4,2024,522989,1,0,3,0,1,1157,2,1,3,140545,31799,172344,1,0,1,0,2025,8,2026,4,2026,4
61,1,6,869858,7,7,620001,0,22854,1068701,2,1,13,2018,709027,8,3,0,3,1,2682,1,3,2,210802,35258,246060,5,0,1,0,2025,9,2025,12,2025,12
28,1,0,1829480,3,3,638001,1,8368,1162229,1,2,2,2012,681528,3,0,0,1,1,1852,3,0,1,84531,21026,105557,2,1,0,0,2025,4,2026,3,2026,3
24,1,8,2116439,4,4,625001,0,29225,2448750,2,1,9,2019,873875,10,0,3,1,0,4079,3,3,4,37188,60670,97858,1,1,0,0,2025,10,2026,7,2026,8
51,0,3,788183,7,7,620001,0,20457,1338232,1,3,7,2024,2135485,2,1,1,1,1,2379,3,2,4,177901,45219,223120,1,0,1,0,2025,10,2025,11,2025,12
57,0,6,981428,7,7,620001,3,36479,2595850,2,3,8,2017,810682,7,3,2,0,1,761,0,2,1,85839,11150,96989,2,0,0,1,2025,10,2026,7,2026,7
18,1,4,748125,4,4,625001,1,19248,2216406,1,1,11,2021,493213,4,1,3,3,1,3480,1,3,1,57120,56536,113656,1,0,0,0,2025,8,2026,4,2026,4
56,1,0,2453454,0,0,600001,0,30483,726912,0,3,8,2024,883156,11,1,1,0,1,3866,3,0,3,237120,76089,313209,0,0,1,0,2025,2,2025,3,2025,3
72,1,1,355183,3,3,638001,0,18713,1499674,1,3,0,2021,1070020,7,3,0,2,1,516,3,0,4,216712,58257,274969,3,0,0,0,2025,7,2026,1,2026,1
48,0,8,1878617,6,6,613001,2,4513,764276,0,2,1,2015,2199031,3,3,0,1,0,4079,0,2,1,80147,72048,152195,3,0,1,1,2025,3,2025,8,2025,8
37,0,6,805461,6,6,613001,0,33485,2889718,0,1,9,2016,1029330,2,1,0,1,1,634,1,0,2,29759,80949,110708,2,0,1,0,2025,4,2025,9,2025,9
33,1,3,368333,3,3,638001,0,9888,1588135,0,3,7,2018,602649,7,3,1,2,1,2106,1,1,2,247255,88115,335370,2,0,0,0,2025,5,2025,11,2025,11
28,1,0,1022857,5,5,636001,3,10960,345771,1,3,7,2015,2325908,11,0,3,3,1,158,3,0,1,141699,19607,161306,4,0,0,0,2025,8,2025,10,2025,10
69,1,5,766211,0,0,600001,2,8156,2865124,2,2,1,2019,2186919,6,3,2,4,1,197,3,0,4,196151,23169,219320,0,0,1,0,2025,6,2026,4,2026,4
67,0,0,1258317,8,8,641601,1,16709,1987466,1,2,10,2014,1135470,4,0,2,3,1,448,2,2,4,17713,89559,107272,5,0,0,0,2025,11,2026,4,2026,4
23,1,3,1518810,4,4,625001,3,28781,2187840,0,2,1,2015,1589271,3,3,3,2,0,4079,1,0,1,248286,32625,280911,3,0,1,1,2025,9,2025,11,2025,11
54,1,0,1750672,0,0,600001,3,34661,413285,2,0,3,2016,1425006,5,1,0,3,1,3853,2,3,3,85357,51019,136376,2,0,0,0,2025,1,2025,6,2025,6
40,1,2,624246,1,1,641001,2,22323,324109,2,4,6,2023,2447951,11,2,1,2,1,1455,1,0,2,98147,81469,179616,5,1,1,1,2025,7,2026,1,2026,1
59,0,4,2009363,5,5,636001,1,37589,1152267,1,2,2,2021,1920486,10,1,0,3,0,4079,2,3,4,211029,95460,306489,1,0,1,1,2025,11,2026,8,2026,8
30,0,8,590186,1,1,641001,0,27374,665132,2,4,5,2015,1321311,6,2,2,1,1,3104,3,3,4,78064,80328,158392,5,0,1,0,2025,10,2025,11,2025,11
28,1,5,848792,0,0,600001,0,14632,1381388,1,3,8,2016,1588202,4,2,3,4,1,2431,0,3,0,71439,56611,128050,1,0,0,1,2025,7,2025,9,2025,9
26,0,0,965488,7,7,620001,3,24181,558851,2,0,12,2018,1414951,1,1,1,2,1,704,2,3,1,99249,56930,156179,3,0,1,0,2025,2,2025,10,2025,10
71,0,4,2169225,2,2,624001,1,3038,865747,0,1,11,2014,1280927,9,0,3,3,1,577,0,0,1,90507,43952,134459,4,0,0,1,2025,4,2025,6,2025,6
50,1,3,419056,2,2,624001,3,6731,584893,2,4,5,2015,2415109,9,1,2,0,0,4079,0,3,2,222857,41633,264490,5,0,0,1,2025,7,2025,12,2026,1
65,1,5,1079118,0,0,600001,1,3425,2278456,1,4,5,2020,2452242,1,3,0,4,0,4079,2,1,3,166630,67205,233835,4,0,0,1,2025,1,2025,5,2025,5
34,1,0,643445,7,7,620001,3,33071,1557245,0,1,13,2012,1235358,1,3,1,0,1,217,3,0,3,101216,66032,167248,1,0,1,0,2025,4,2026,3,2026,3
53,0,7,1256084,0,0,600001,2,12857,1083663,2,1,13,2020,1811025,5,1,3,2,1,1428,1,2,2,85575,92274,177849,2,0,0,0,2025,3,2026,2,2026,2
55,1,7,740144,4,4,625001,0,16012,1309247,1,2,10,2017,1903549,4,0,1,3,1,1215,2,3,1,6225,85332,91557,2,0,1,0,2025,12,2026,5,2026,5
29,1,8,220671,1,1,641001,3,10435,431813,0,2,2,2019,1517604,10,1,3,0,1,463,1,3,1,20943,28764,49707,1,0,1,0,2025,6,2026,1,2026,1
60,1,1,1085830,5,5,636001,2,3225,2172288,2,0,14,2025,2301589,2,2,1,2,0,4079,1,1,2,128784,81346,210130,3,1,0,1,2025,3,2025,7,2025,7
